,0
252330,"[('Resident Evil 6 / Biohazard 6', 0.208), ('Killing Floor', 0.188), ('Black Mesa', 0.168), ('Clown House (Palyaço Evi)', 0.153), ('Alone in the Dark', 0.141)]"
253770,"[('Bus Simulator 16', 0.224), ('Fernbus Simulator', 0.179), ('OmniBus', 0.171), ('Bus Driver', 0.139), ('Shift 2 Unleashed', 0.13)]"
424280,"[('Dungeon Siege III', 0.158), ('Thunder Wolves', 0.149), ('Soccer Rage', 0.134), ('8-Bit Hordes', 0.121), ('Furi', 0.119)]"
233840,"[('Worms Reloaded', 0.357), ('Worms Armageddon', 0.343), ('Worms Crazy Golf', 0.326), ('Worms Revolution', 0.278), ('Worms', 0.274)]"
261180,"[('G-Ball', 0.189), ('Epigenesis', 0.189), ('World of Soccer online', 0.126), ('Sol Survivor', 0.126), ('Screencheat', 0.12)]"
266390,"[('Rebuild 3: Gangs of Deadsville', 0.196), ('State of Decay', 0.146), ('ShootMania Storm', 0.102), ('Road Not Taken', 0.101), (""Don't Starve Together"", 0.1)]"
402020,"[('South Park™: The Stick of Truth™', 0.21), ('Enigmatis 2: The Mists of Ravenwood', 0.182), ('LEGO® Jurassic World', 0.178), ('Alone in the Dark', 0.176), ('Amnesia: The Dark Descent', 0.157)]"
395910,"[('Party of Sin', 0.148), ('The NADI Project', 0.143), ('Soul Gambler', 0.116), ('Thomas Was Alone', 0.113), ('Fran Bow', 0.103)]"
17710,"[('Nuclear Throne', 0.243), ('EPOCH', 0.221), ('Krater', 0.196), ('The SKIES', 0.183), ('Savage Resurrection', 0.181)]"
427730,"[('16bit Trader', 0.11), ('Untamed: Life Of A Cougar', 0.099), ('Magicite', 0.098), ('Death Stair', 0.092), ('Sol Survivor', 0.09)]"
332310,"[('Cubic Castles', 0.186), (""LEGO® MARVEL's Avengers"", 0.139), ('CastleStorm', 0.122), ('Blockland', 0.121), ('Driftmoon', 0.118)]"
9050,"[('Resident Evil 6 / Biohazard 6', 0.109), ('Resident Evil / biohazard HD REMASTER', 0.108), ('State of Decay', 0.104), ('The Witness', 0.102), ('Tomb Raider I', 0.102)]"
201210,"[('Worms Revolution', 0.177), ('Delve Deeper', 0.166), ('Total War: SHOGUN 2', 0.164), (""King's Bounty: The Legend"", 0.149), ('Runestone Keeper', 0.148)]"
244870,"[('Geometry Dash', 0.207), ('And Yet It Moves', 0.147), ('140', 0.125), ('SUPER DISTRO', 0.12), ('The Collider', 0.115)]"
256290,"[('Fran Bow', 0.09), ('Pesadelo - Regressão', 0.087), ('Warden: Melody of the Undergrowth', 0.087), ('VEGA Conflict', 0.086), ('Dungeon Siege III', 0.082)]"
245280,"[('Miscreated', 0.203), ('Krater', 0.172), ('The Fifth Day', 0.151), ('Nuclear Throne', 0.145), ('Sniper Elite V2', 0.136)]"
283290,"[('Deus Ex: Game of the Year Edition', 0.113), ('Gone Home', 0.098), ('Dungeons 2', 0.087), ('Velvet Assassin', 0.073), ('The Cat Lady', 0.071)]"
300550,"[('Shadowrun Returns', 0.247), ('Shadowrun Chronicles - Boston Lockdown', 0.171), ('Altitude', 0.157), ('Sleeping Dogs: Definitive Edition', 0.141), ('Canyon Capers', 0.137)]"
434570,"[('99 Levels To Hell', 0.156), ('Cubemen', 0.149), ('Yet Another Zombie Defense', 0.146), ('Moon Hunters', 0.126), ('Rogue Stormers', 0.121)]"
22350,"[('Alan Wake', 0.17), ('Saints Row 2', 0.158), ('Metro 2033 Redux', 0.151), ('Fiesta Online NA', 0.147), ('The Fifth Day', 0.134)]"
363360,"[('FTL: Faster Than Light', 0.17), ('Project Starship', 0.147), ('Star Trek Online', 0.137), ('StarDrive', 0.13), ('Mass Effect 2', 0.119)]"
331500,"[('APOX', 0.38), ('Creeper World 3: Arc Eternal', 0.191), ('Grand Ages: Rome', 0.183), ('Grey Goo', 0.175), ('Revenge of the Titans', 0.169)]"
24740,"[('A Bird Story', 0.141), ('Just Cause 2', 0.128), ('Gunslingers', 0.127), ('VRC PRO', 0.115), ('The Juicer', 0.107)]"
65930,"[('AdVenture Communist', 0.189), ('X-COM: Enforcer', 0.119), ('Velvet Assassin', 0.115), ('Hearts of Iron IV', 0.113), ('Supreme Ruler Ultimate', 0.11)]"
35480,"[('Terraria', 0.242), ('SteamWorld Dig', 0.224), ('MX vs. ATV Reflex', 0.136), (""Sid Meier's Pirates!"", 0.121), ('Nomad', 0.101)]"
427250,"[('8-Bit Hordes', 0.327), ('Counter-Strike: Condition Zero', 0.214), ('Men of War: Assault Squad 2', 0.179), ('Stellar 2D', 0.171), ('Executive Assault', 0.155)]"
497850,"[('8-Bit Armies', 0.327), ('Bit Blaster XL', 0.165), ('You Have 10 Seconds', 0.158), ('Gamma Bros 1.5', 0.157), ('BIT.TRIP RUNNER', 0.14)]"
219830,"[('Crayon Physics Deluxe', 0.216), ('The Withering', 0.215), ('CastleStorm', 0.198), ('Besiege', 0.155), ('Cubic Castles', 0.142)]"
25830,"[('Reprisal Universe', 0.171), ('The Witcher 2: Assassins of Kings Enhanced Edition', 0.163), ('Call of Duty: World at War', 0.135), ('RPG Tycoon', 0.118), (""A Wizard's Lizard"", 0.1)]"
237990,"[('Dragon Nest', 0.152), ('Strike Suit Zero', 0.147), ('Idle Civilization', 0.131), ('Always Sometimes Monsters', 0.129), ('One Way Heroics', 0.129)]"
431770,"[('Victim of Xen', 0.11), ('Divekick', 0.102), ('BrainBread 2', 0.1), ('Chaos on Deponia', 0.087), ('Vitrum', 0.087)]"
265890,"[('Hexcells Infinite', 0.933), ('Hexcells Plus', 0.924), ('Altitude', 0.556), ('HuniePop', 0.225), ('Picross Touch', 0.198)]"
443580,"[('Gomo', 0.152), ('Jet Set Radio', 0.132), ('ASRECorp', 0.121), ('Firewatch', 0.108), ('Analogue: A Hate Story', 0.103)]"
395520,"[('Catmouth Island', 0.178), ('Comedy Quest', 0.136), ('Jolly Rover', 0.135), ('Forsaken Isle', 0.121), ('The Witness', 0.119)]"
367670,"[('Party Jousting', 0.243), ('BIT.TRIP FATE', 0.184), ('Hacknet', 0.1), ('Hammerfight', 0.094), ('Grand Ages: Rome', 0.092)]"
387970,"[('Resident Evil 6 / Biohazard 6', 0.224), ('Vapour', 0.204), ('Slender: The Arrival', 0.153), ('White Noise Online', 0.15), ('Amnesia: The Dark Descent', 0.124)]"
329440,"[('Demonlisher', 0.204), ('Retro City Rampage™ DX', 0.124), ('Undertale', 0.112), ('Quake III Arena', 0.108), ('Injustice: Gods Among Us Ultimate Edition', 0.106)]"
315660,"[('Crown and Council', 0.099), ('Secrets of Grindea', 0.098), ('Total War Battles: KINGDOM', 0.098), ('Cities XL Platinum', 0.086), ('Train Simulator', 0.085)]"
306370,"[('Unium', 0.135), ('Farming Simulator 15', 0.117), ('Amazing Frog?', 0.097), ('Train Simulator', 0.09), ('Grey Cubes', 0.089)]"
57740,"[('FINAL FANTASY III', 0.252), ('Worms Revolution', 0.218), ('Jagged Alliance Flashback', 0.191), ('Battle Islands', 0.172), ('Age of Conquest IV', 0.171)]"
313080,"[('Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist', 0.194), ('State of Anarchy', 0.194), ('Evoland', 0.112), ('Diabolical', 0.108), ('Frederic: Evil Strikes Back', 0.102)]"
274170,"[('Hotline Miami', 0.279), ('Pythagoria', 0.09), ('Zombie Driver HD', 0.086), ('Zeno Clash', 0.077), ('Toki Tori', 0.075)]"
330570,"[('Death Skid Marks', 0.149), ('Project Explore', 0.148), ('Resident Evil 6 / Biohazard 6', 0.142), ('Dead In Bermuda', 0.141), ('Miscreated', 0.137)]"
441870,"[('Beat Hazard', 0.123), ('Trapped Dead', 0.117), ('METAL GEAR SOLID V: THE PHANTOM PAIN', 0.117), ('Slain: Back from Hell', 0.112), ('Canabalt', 0.112)]"
98200,"[('Jagged Alliance Flashback', 0.174), ('Survivor Squad', 0.174), ('Age of Conquest IV', 0.156), ('Darkwind: War on Wheels', 0.149), ('Worms Revolution', 0.14)]"
302510,"[('Crystal Story II', 0.108), ('Praetorians', 0.102), ('The Deed', 0.094), ('16bit Trader', 0.092), ('RUNNING WITH RIFLES', 0.088)]"
290770,"[('Invisible Apartment', 0.195), ('Particulars', 0.171), (""Aero's Quest"", 0.135), ('Sniper Art of Victory', 0.134), (""Montague's Mount"", 0.134)]"
71000,"[('STAR WARS™: The Force Unleashed™ II', 0.129), ('Skyborn', 0.125), ('LEGO® STAR WARS™: The Force Awakens', 0.107), ('Summer Sale', 0.104), ('Jagged Alliance - Back in Action', 0.102)]"
324260,"[('SOMA', 0.138), ('Fragmented', 0.134), ('Spacebase DF-9', 0.128), ('Natural Selection 2', 0.123), ('Signs of Life', 0.123)]"
348620,"[('Soul Gambler', 0.197), ('Fable - The Lost Chapters', 0.18), (""Helen's Mysterious Castle"", 0.151), ('Freddi Fish 5: The Case of the Creature of Coral Cove', 0.14), ('The Stanley Parable', 0.129)]"
282800,"[('Sora', 0.316), ('200% Mixed Juice!', 0.153), ('Talisman: Digital Edition', 0.131), ('Space Hulk Ascension', 0.108), ('Pixel Galaxy', 0.1)]"
326460,"[('Warframe', 0.227), ('War of the Human Tanks', 0.216), ('Games of Glory', 0.204), ('Panzermadels: Tank Dating Simulator', 0.154), ('Natural Selection 2', 0.145)]"
245470,"[('The Interview', 0.098), (""Deus Ex: Human Revolution - Director's Cut"", 0.095), ('Downfall', 0.094), ('Delta Force 2', 0.092), ('Gaokao.Love.100Days', 0.089)]"
92100,"[('Tryst', 0.159), ('APOX', 0.153), ('Z', 0.142), ('Godus Wars', 0.124), ('Revenge of the Titans', 0.121)]"
272600,"[('Burgers', 0.119), (""Five Nights at Freddy's"", 0.096), (""Five Nights at Freddy's 3"", 0.091), ('Blackguards', 0.089), ('Welcome to the Game', 0.083)]"
270150,"[('Defiance', 0.195), ('Villagers and Heroes', 0.142), (""King's Bounty: The Legend"", 0.12), ('Rogue Stormers', 0.119), ('Dungeon Siege', 0.119)]"
2870,"[('Reprisal Universe', 0.128), ('Democracy 2', 0.121), ('Krater', 0.119), ('LIMBO', 0.114), ('G-Ball', 0.114)]"
340810,"[('8BitMMO', 0.191), ('WAKFU', 0.164), ('Crossout', 0.158), ('Star Conflict', 0.151), ('The Repopulation', 0.144)]"
99700,"[('Kingdom: New Lands', 0.122), ('Hexcells', 0.111), ('Toki Tori', 0.104), ('Hexcells Infinite', 0.103), ('Hexcells Plus', 0.102)]"
29180,"[('The Detail', 0.177), ('Grey Cubes', 0.123), ('Particula', 0.116), ('Vessel', 0.093), ('Electronic Super Joy', 0.086)]"
16450,"[('BRINK', 0.123), ('Survivor Squad', 0.106), ('Grey Goo', 0.102), ('Crossout', 0.088), ('Project Nimbus', 0.086)]"
312840,"[('Resident Evil / biohazard HD REMASTER', 0.163), ('Dyscourse', 0.111), ('Day of the Tentacle Remastered', 0.108), ('Rise of Nations: Extended Edition', 0.105), ('Emily is Away', 0.1)]"
307670,"[('Gunslingers', 0.201), ('The Quest', 0.168), ('Zavix Tower', 0.15), ('Age of Conquest IV', 0.147), ('Thea: The Awakening', 0.143)]"
230980,"[('Just Cause', 0.164), ('Space Hulk Ascension', 0.12), (""Buzz Aldrin's Space Program Manager"", 0.119), ('Plantera', 0.105), ('Destination Sol', 0.099)]"
15320,"[('Vector Thrust', 0.176), ('Rise of Flight United', 0.115), ('Microsoft Flight Simulator X: Steam Edition', 0.098), ('iBomber Defense', 0.093), ('iBomber Defense Pacific', 0.086)]"
251170,"[('Survivor Squad', 0.173), ('Rampage Knights', 0.126), ('Toribash', 0.125), ('ASRECorp', 0.122), ('Mordheim: City of the Damned', 0.113)]"
314010,"[('APOX', 0.151), ('Etherium', 0.145), ('Pool Nation', 0.141), ('Revenge of the Titans', 0.13), ('Executive Assault', 0.111)]"
367580,"[('klocki', 0.671), ('oO', 0.316), ('Super Hexagon', 0.211), ('Crown and Council', 0.189), ('Labyrinthine Dreams', 0.18)]"
375600,"[('The Next Penelope', 0.18), ('Move or Die', 0.164), ('Natural Selection 2', 0.146), ('You Have 10 Seconds', 0.145), ('Stellar 2D', 0.142)]"
214830,"[('You Have 10 Seconds 2', 0.41), ('McPixel', 0.258), ('Half Minute Hero: The Second Coming', 0.255), ('You Have 10 Seconds', 0.228), (""Don't Die Dateless, Dummy!"", 0.21)]"
220860,"[('Half Minute Hero: Super Mega Neo Climax Ultimate Boy', 0.258), ('Carpe Diem', 0.222), ('Written in the Sky', 0.143), ('You Have 10 Seconds 2', 0.141), ('Humanity Asset', 0.137)]"
263980,"[('SpaceCorn', 0.281), ('Planet of the Eyes', 0.221), ('Reus', 0.179), ('Freedom Force', 0.177), ('Capsized', 0.172)]"
345650,"[('Legend of Grimrock', 0.103), ('Angry Video Game Nerd Adventures', 0.097), ('Scrap Mechanic', 0.094), ('Lost Lands: Mahjong', 0.072), ('WildStar', 0.068)]"
251870,"[('One Manga Day', 0.16), ('Francisca', 0.146), ('Pixel Puzzles: Japan', 0.131), ('Professional Farmer 2014', 0.106), ('Fallout 3', 0.098)]"
217200,"[('Worms Reloaded', 0.376), ('Worms Clan Wars', 0.343), ('Worms Crazy Golf', 0.288), ('Worms Revolution', 0.205), ('Worms', 0.191)]"
252150,"[('Alien: Isolation', 0.22), ('Choice of Robots', 0.203), ('Garbage Day', 0.106), ('The Fruit of Grisaia', 0.084), ('Shift 2 Unleashed', 0.081)]"
211260,"[('Eldritch', 0.217), ('The Nightmare Cooperative', 0.191), ('Hyposphere', 0.176), (""MacGuffin's Curse"", 0.171), ('Vapour', 0.166)]"
227600,"[('Genesis Online', 0.148), ('LEGO® STAR WARS™: The Force Awakens', 0.142), ('Jet Set Radio', 0.13), ('STAR WARS™: The Force Unleashed™ II', 0.129), ('Stronghold Crusader 2', 0.123)]"
40700,"[('Botanicula', 0.328), ('The Walking Dead', 0.145), ('The Wolf Among Us', 0.116), ('Torchlight', 0.094), ('Auditorium', 0.093)]"
286100,"[('Super Win the Game', 0.255), ('Super Night Riders', 0.149), ('Kingdom: Classic', 0.135), (""Hamilton's Great Adventure"", 0.132), ('Altitude', 0.131)]"
202730,"[('Battlepillars Gold Edition', 0.165), ('Gun Done', 0.123), ('Space Beast Terror Fright', 0.109), ('Cargo Commander', 0.1), ('Capsized', 0.1)]"
390730,"[('Retro/Grade', 0.342), ('100% Orange Juice', 0.316), ('Pixel Galaxy', 0.254), ('Humanity Asset', 0.232), ('Bit Blaster XL', 0.152)]"
294860,"[('Sleeping Dogs: Definitive Edition', 0.24), (""Hamilton's Great Adventure"", 0.223), ('Outcast 1.1', 0.196), ('Altitude', 0.19), ('Men of War: Vietnam', 0.178)]"
433530,"[('Champions of Regnum', 0.125), ('Ultratron', 0.11), ('Heli Heroes', 0.106), (""Jane's Advanced Strike Fighters"", 0.095), ('APOX', 0.094)]"
360940,"[('AdVenture Communist', 0.17), ('Blade Symphony', 0.162), ('Guardians of Middle-earth', 0.155), ('Quake III Arena', 0.146), ('Toy Soldiers', 0.138)]"
316390,"[('System Shock 2', 0.0), ('The Silent Age', 0.0), ('Aviary Attorney', 0.0), ('The Old Tree', 0.0), ('Grand Theft Auto: Episodes from Liberty City', 0.0)]"
232970,"[('Iron Snout', 0.149), ('Armed with Wings: Rearmed', 0.147), ('Warehouse and Logistics Simulator', 0.105), ('Borderlands', 0.1), ('Terraria', 0.087)]"
243200,"[('Mad Max', 0.144), ('Bleed', 0.142), ('Rust', 0.102), ('Hardland', 0.096), ('Loren The Amazon Princess', 0.091)]"
17470,"[('Unium', 0.187), ('The Binding of Isaac: Rebirth', 0.139), ('The Basement Collection', 0.09), ('Defense Technica', 0.09), ('Shadow Warrior', 0.085)]"
298160,"[('Warframe', 0.177), ('The Repopulation', 0.174), ('MapleStory', 0.169), ('The Lord of the Rings Online™', 0.161), ('Dragon Nest', 0.158)]"
494470,"[('Over The Void', 0.176), ('The Mean Greens - Plastic Warfare', 0.095), ('Sherlock Holmes: Crimes and Punishments', 0.083), ('Reassembly', 0.068), ('Love at First Sight', 0.057)]"
110800,"[('Max Payne 3', 0.301), ('LogicBots', 0.157), ('Valkyria Chronicles™', 0.155), ('Death Skid Marks', 0.115), (""Baldur's Gate: Enhanced Edition"", 0.104)]"
227220,"[('Brothers - A Tale of Two Sons', 0.118), ('Scribblenauts Unlimited', 0.085), ('LIMBO', 0.08), (""LEGO® MARVEL's Avengers"", 0.08), ('Devil May Cry 4', 0.078)]"
242820,"[('Electronic Super Joy', 0.125), ('Draw a Stickman: EPIC', 0.104), ('Solar 2', 0.104), ('Escape Goat', 0.093), (""Aero's Quest"", 0.091)]"
200170,"[('Worms Reloaded', 0.351), ('Worms Clan Wars', 0.278), ('Worms', 0.269), ('Jagged Alliance - Back in Action', 0.218), ('Worms Crazy Golf', 0.215)]"
253250,"[('Planetbase', 0.232), ('Plantera', 0.118), ('Legend of Grimrock', 0.115), ('ROD: Revolt Of Defense', 0.11), ('Castle Story', 0.109)]"
351730,"[('Portal Knights', 0.13), ('Beat Hazard', 0.128), ('Forsaken Isle', 0.119), ('Audiosurf 2', 0.115), ('Untamed: Life Of A Cougar', 0.104)]"
308420,"[('Lichdom: Battlemage', 0.198), ('10,000,000', 0.194), ('Rogue Shooter: The FPS Roguelike', 0.171), (""Super 3-D Noah's Ark"", 0.159), ('Runers', 0.155)]"
352520,"[('Nuclear Throne', 0.261), ('The Fifth Day', 0.251), ('The Inner World', 0.232), ('The Journey Down: Chapter One', 0.2), ('Gomo', 0.18)]"
384630,"[('Fingered', 0.114), ('The Interview', 0.095), ('BlazBlue: Calamity Trigger', 0.08), ('GUILTY GEAR Xrd -SIGN-', 0.078), ('Pro Cycling Manager 2014', 0.078)]"
346250,"[('Hook', 0.136), ('Tree of Savior (English Ver.)', 0.097), ('klocki', 0.088), ('Soccer Manager 2016', 0.084), ('Symphony', 0.082)]"
12220,"[('Grand Theft Auto III', 0.321), ('Grand Theft Auto V', 0.247), ('Age of Conquest IV', 0.137), ('Mordheim: City of the Damned', 0.114), ('Crusader Kings II', 0.113)]"
385760,"[('NBA 2K16', 0.443), ('WWE 2K16', 0.167), ('Mad Games Tycoon', 0.133), ('Cyber Team Manager', 0.124), ('VEGA Conflict', 0.118)]"
409170,"[('Heavy Bullets', 0.133), ('Elsword', 0.127), ('Intrusion 2', 0.117), ('Max: The Curse of Brotherhood', 0.111), ('Of Guards And Thieves', 0.107)]"
480480,"[('Hero Siege', 0.16), ('Sacred 3', 0.135), ('The Lost Mythologies', 0.115), ('Vertical Drop Heroes HD', 0.114), ('Hero Zero', 0.114)]"
209060,"[('Bierzerkers', 0.139), ('APOX', 0.116), ('Offworld Trading Company', 0.109), ('Mushihimesama', 0.102), ('Escape Machines', 0.102)]"
202130,"[('Mountain', 0.098), ('Deadfall Adventures', 0.095), ('UBERMOSH', 0.069), ('Toribash', 0.067), ('Faeria', 0.065)]"
329130,"[('StarMade', 0.158), ('FTL: Faster Than Light', 0.142), (""No Man's Sky"", 0.14), ('Junk Jack', 0.139), ('Planetbase', 0.133)]"
207350,"[('Unmechanical', 0.183), ('Super Win the Game', 0.17), ('Total War: SHOGUN 2', 0.154), ('Pound of Ground', 0.138), ('God Mode', 0.116)]"
331220,"[('Fistful of Frags', 0.225), ('12 is Better Than 6', 0.138), ('Move or Die', 0.122), ('Sneaky Sneaky', 0.121), ('Explodemon', 0.105)]"
227100,"[('Zombie Army Trilogy', 0.292), ('Codename CURE', 0.185), ('Zombie Kill of the Week - Reborn', 0.163), ('Murder Miners', 0.161), ('Left 4 Dead 2', 0.154)]"
263540,"[('Fiesta Online NA', 0.28), ('Grim Dawn', 0.194), ('Skara - The Blade Remains', 0.173), ('Dragon Saga', 0.168), ('Avernum 2: Crystal Souls', 0.156)]"
247020,"[('STAR WARS™: The Force Unleashed™ II', 0.167), ('LEGO® STAR WARS™: The Force Awakens', 0.139), ('Bloodline Champions', 0.129), ('From Dust', 0.116), ('Overcooked', 0.112)]"
379980,"[('War of the Human Tanks', 0.171), ('ShellShock Live', 0.154), ('Men of War: Assault Squad', 0.14), ('AdVenture Communist', 0.11), (""Kitty Powers' Matchmaker"", 0.102)]"
311310,"[('Port Royale 3', 0.269), ('Victory At Sea', 0.232), ('Naval Warfare', 0.22), (""Jane's Advanced Strike Fighters"", 0.217), ('Windward', 0.203)]"
359050,"[('8-Bit Hordes', 0.074), ('8-Bit Armies', 0.07), ('Euro Truck Simulator', 0.066), ('Bit Blaster XL', 0.061), ('Rogue Shooter: The FPS Roguelike', 0.056)]"
12470,"[('Life is Hard', 0.119), ('Stellaris', 0.114), ('Tropico 5', 0.108), ('Port Royale 3', 0.107), ('Sonic Lost World', 0.103)]"
271860,"[('PARTICLE MACE', 0.111), ('Nyctophilia', 0.1), ('16bit Trader', 0.098), ('Super Win the Game', 0.094), ('Downfall', 0.09)]"
253690,"[('Tiny Troopers', 0.178), ('It came from space, and ate our brains', 0.168), ('The Tiny Bang Story', 0.163), (""Tiny and Big: Grandpa's Leftovers"", 0.101), ('The Nightmare Cooperative', 0.099)]"
33460,"[('Ragnarok Online 2', 0.223), ('Mountain', 0.209), ('STAR WARS™: The Force Unleashed™ II', 0.172), ('Dungeon Siege III', 0.162), ('Tree of Life', 0.16)]"
212160,"[('Victory At Sea', 0.145), ('Spellsworn', 0.139), ('Savage Resurrection', 0.134), ('APOX', 0.125), ('Battle Islands', 0.123)]"
386510,"[('Particulars', 0.151), ('Botanicula', 0.146), ('The SKIES', 0.126), ('Bunker Punks', 0.117), ('BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien', 0.112)]"
260230,"[('Warden: Melody of the Undergrowth', 0.153), ('Hearts of Iron III', 0.14), ('Amnesia™: Memories', 0.138), ('Black Mesa', 0.135), ('Actual Sunlight', 0.133)]"
254440,"[('Boid', 0.141), ('Hearts of Iron IV', 0.128), ('The Promised Land', 0.115), ('Unforgiving Trials: The Darkest Crusade', 0.111), ('Supraball', 0.108)]"
387240,"[('Assault Android Cactus', 0.149), ('Dead In Bermuda', 0.137), ('Homeworld Remastered Collection', 0.121), ('Sky Gamblers: Storm Raiders', 0.117), ('Craft The World', 0.11)]"
207750,"[('Beat Hazard', 0.359), ('Audiosurf 2', 0.324), ('Funk of Titans', 0.155), (""Melody's Escape"", 0.152), ('Crypt of the NecroDancer', 0.135)]"
238210,"[('The Basement Collection', 0.186), ('Transistor', 0.138), ('Invisible Apartment', 0.123), ('Dead Effect', 0.106), ('Call of Duty: World at War', 0.105)]"
256190,"[('Savage Resurrection', 0.137), ('Squad', 0.133), ('The SKIES', 0.128), ('Blockland', 0.118), (""Darkest Hour: Europe '44-'45"", 0.113)]"
342970,"[('Gnomoria', 0.214), ('Yet Another Zombie Defense', 0.182), ('Mini Metro', 0.163), ('Afterlife Empire', 0.138), ('The Forest', 0.135)]"
411830,"[('Scribblenauts Unlimited', 0.182), ('Altitude', 0.123), ('Worms Revolution', 0.12), ('The Sandbox', 0.108), ('Valkyria Chronicles™', 0.105)]"
7760,"[('X-COM: Enforcer', 0.13), ('Broforce', 0.126), ('MDK 2', 0.113), ('SpaceCorn', 0.113), ('Deus Ex: The Fall', 0.104)]"
247430,"[('Just Cause', 0.222), ('HITMAN™', 0.189), ('Hitman 2: Silent Assassin', 0.149), ('Hitman: Blood Money', 0.123), ('Dishonored', 0.117)]"
300,"[('Altitude', 0.417), ('Hexcells', 0.174), ('ACE - Arena: Cyber Evolution', 0.168), ('Deathmatch Classic', 0.162), ('Hexcells Infinite', 0.162)]"
3730,"[('Myst: Masterpiece Edition', 0.175), ('THE KING OF FIGHTERS XIII STEAM EDITION', 0.134), ('Shark Attack Deathmatch 2', 0.13), ('SpaceCorn', 0.116), ('Scourge: Outbreak', 0.105)]"
